rating,opponent,result,colour,timestamp
1200.0,no opponent,0,no colour,beginning of time
1180,gavin,0.0,black,2025-08-02 14:18:33.795649
1160,eve,0.0,white,2025-08-02 15:58:30.636586
1142,oliver,0.0,white,2025-08-02 20:20:56.563948
1125,frankie,0.0,black,2025-08-03 19:17:28.623412
1108,grace,0.0,black,2025-08-04 15:46:36.095188
