rating,opponent,result,colour,timestamp
1200.0,no opponent,0.0,no colour,beginning of time
1218.0,dean,1.0,black,2025-08-02 20:20:56.564913
1237.0,eid,1.0,black,2025-08-04 17:56:15.711242
1214.0,eid,0.0,black,2025-08-04 17:56:24.531265
1235,frankie,1.0,black,2025-08-05 00:16:13.473328
1214,frankie,0.0,white,2025-08-05 00:16:31.518372
